Age,Gender,Nationality,Annual Income,Education,Employment,Flight Frequency (Annual),Primary Travel Reason,Loyalty Programs,Preferred Flight Class,Booking Method,Food Importance (1-5),Prefers Personalized Entertainment,Willing to Pay for Sustainability,Carbon Footprint Importance (1-5),Used Chauffeur Service,Willing to Upgrade to Premium Economy,Chauffeur Service Influences Booking,Extra Willingness to Pay for Meals (USD),Willingness to Pay More (%),Personalized App Improves Experience,Interest in Personalized Entertainment,Top Frustrations,Airline Selection Values,Useful In-App Features,Faced App Challenges,Type of Challenge,Beta Test Interest,Likelihood to Use Personalized App (1-5),Interest in Personalized Flying Experience
46,Female,India,73023,Bachelor’s,Employed,5–7,Business,"Emirates Skywards, Qatar Privilege Club, Etihad Guest, Other",Premium Economy,Travel Aggregator,3,Indifferent,Maybe,5,No,No,Maybe,33.41,21–30%,Yes,Yes,Cost,"Price, Comfort","Seat Upgrade Suggestions, Real-time Luggage Tracker",No,,Yes,3,High
55,Female,UAE,75363,High School,Self-employed,0–1,Leisure,,Economy,Airline App,1,Indifferent,Yes,5,Yes,No,Yes,10.68,11–20%,No,No,"Check-in Process, Inflight Entertainment, Cost, Sustainability","Comfort, Environmental Responsibility","Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",Yes,Slow Performance,Yes,5,Low
72,Female,UAE,115158,Bachelor’s,Employed,5–7,Leisure,,Economy,Travel Aggregator,3,Yes,Maybe,2,No,Yes,Maybe,7.07,11–20%,No,Yes,,"Comfort, Environmental Responsibility","Seat Upgrade Suggestions, Airport Map & Navigation",No,,Yes,2,Low
40,Female,Pakistan,109966,Master’s,Employed,0–1,Business,,Business,Travel Aggregator,4,Indifferent,Yes,2,No,Yes,Maybe,25.8,11–20%,Yes,Yes,,"Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment",No,,Maybe,5,Moderate
38,Female,USA,110050,Other,Employed,0–1,Leisure,Emirates Skywards,Business,Airline App,5,Yes,No,3,No,Yes,Yes,25.96,11–20%,No,Yes,"Check-in Process, Inflight Entertainment, Customer Service, Cleanliness","Comfort, Service Quality, Environmental Responsibility, Technology",Seat Upgrade Suggestions,No,,Yes,4,Moderate
51,Prefer not to say,UK,91332,Bachelor’s,Employed,8+,Other,,Economy,Agent,5,Indifferent,No,2,No,No,Yes,22.79,11–20%,No,Yes,"Delays, Cost","Comfort, Service Quality","Sustainability Score, AI-based Entertainment",Yes,Slow Performance,Yes,4,High
43,Female,UK,90469,High School,Employed,8+,Business,Other,First Class,Travel Aggregator,3,Yes,Maybe,1,No,Yes,No,20.66,>30%,Yes,Yes,"Delays, Cleanliness",Technology,Airport Map & Navigation,Yes,User Interface,Maybe,3,Low
59,Male,Other,124524,Doctorate,Employed,0–1,Leisure,Qatar Privilege Club,Premium Economy,Agent,2,Indifferent,No,4,Yes,No,Yes,50.66,0–10%,Yes,Yes,Food Quality,"Price, Technology","Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,5,High
47,Female,UAE,51663,Bachelor’s,Employed,2–4,Family,"Emirates Skywards, Other",Business,Airline App,3,Yes,No,1,No,No,Yes,31.39,11–20%,Yes,Yes,"Food Quality, Cost, Sustainability, Cleanliness",Price,Airport Map & Navigation,Yes,User Interface,Maybe,5,High
33,Male,India,83290,High School,Employed,0–1,Leisure,Emirates Skywards,Business,Travel Aggregator,2,Yes,No,1,No,Maybe,Maybe,54.56,21–30%,Yes,Yes,Cost,"Comfort, Service Quality",,No,,Maybe,4,Moderate
45,Male,India,32634,Doctorate,Employed,2–4,Other,,Economy,Airline App,3,Yes,Yes,5,Yes,Yes,No,44.03,11–20%,Yes,Yes,"Delays, Food Quality, Customer Service",Price,Real-time Luggage Tracker,No,,No,2,High
48,Female,Pakistan,124586,Master’s,Self-employed,5–7,Family,,Business,Agent,2,Yes,No,4,No,Maybe,Yes,50.55,21–30%,Yes,No,"Food Quality, Check-in Process, Cost",,,No,,No,1,Moderate
48,Female,Other,82959,Master’s,Self-employed,8+,Leisure,Etihad Guest,Economy,Airline App,2,Yes,Yes,5,Yes,No,No,8.88,0–10%,Yes,Maybe,"Check-in Process, Inflight Entertainment, Customer Service, Sustainability","Comfort, Technology",Seat Upgrade Suggestions,Yes,Lack of Features,Maybe,2,Very High
41,Female,India,82092,Master’s,Employed,2–4,Leisure,,Economy,Travel Aggregator,2,Indifferent,No,2,Yes,No,Yes,33.9,0–10%,Yes,Maybe,"Inflight Entertainment, Cost, Sustainability, Cleanliness","Price, Comfort, Service Quality, Technology",Airport Map & Navigation,No,,No,3,Very High
50,Male,Philippines,37128,Bachelor’s,Student,2–4,Leisure,Etihad Guest,Premium Economy,Travel Aggregator,2,No,No,2,No,Yes,Yes,18.52,21–30%,No,Yes,"Check-in Process, Sustainability",,Seat Upgrade Suggestions,No,,Yes,1,High
49,Female,Philippines,77705,Bachelor’s,Self-employed,2–4,Leisure,,Business,Airline App,1,Yes,Maybe,4,No,Yes,Maybe,0.05,0–10%,Yes,No,Food Quality,"Comfort, Service Quality, Environmental Responsibility","AI-based Entertainment, Real-time Luggage Tracker",Yes,Lack of Features,Maybe,2,High
52,Male,India,130511,Master’s,Self-employed,2–4,Emergency,"Emirates Skywards, Etihad Guest",Business,Other,2,Yes,No,3,No,Yes,Maybe,47.44,21–30%,Yes,Yes,"Food Quality, Check-in Process, Customer Service, Cleanliness",,"Sustainability Score, Airport Map & Navigation",No,,Yes,5,Moderate
45,Prefer not to say,India,34511,Bachelor’s,Employed,8+,Leisure,,Premium Economy,Agent,2,Yes,Maybe,2,Yes,Maybe,Yes,20.59,0–10%,Yes,Yes,"Check-in Process, Customer Service",Loyalty Program,AI-based Entertainment,No,,Yes,5,High
34,Prefer not to say,UK,76645,Bachelor’s,Employed,5–7,Business,"Emirates Skywards, Etihad Guest, Other",Premium Economy,Airline App,5,Indifferent,Yes,1,No,Yes,Yes,9.17,21–30%,Yes,No,"Food Quality, Cleanliness","Price, Comfort","Seat Upgrade Suggestions, AI-based Entertainment, Airport Map & Navigation",Yes,Lack of Features,Maybe,4,Low
48,Female,Other,55512,Master’s,Self-employed,2–4,Business,Emirates Skywards,Economy,Airline App,1,Yes,Yes,4,Yes,Maybe,No,18.78,11–20%,Yes,No,"Delays, Food Quality, Inflight Entertainment","Price, Comfort","Sustainability Score, Real-time Luggage Tracker",No,,Yes,5,High
53,Female,UAE,107778,Master’s,Employed,2–4,Business,"Qatar Privilege Club, Other",First Class,Airline App,2,Yes,No,4,No,Yes,Yes,13.06,0–10%,Yes,Maybe,"Inflight Entertainment, Cost, Customer Service","Price, Comfort",Sustainability Score,No,,Maybe,5,High
27,Female,Pakistan,71573,Bachelor’s,Unemployed,2–4,Business,Qatar Privilege Club,Economy,Airline App,4,Yes,No,2,No,Yes,Yes,14.59,11–20%,Yes,No,"Delays, Food Quality, Inflight Entertainment, Customer Service",Loyalty Program,"Sustainability Score, Real-time Luggage Tracker",No,,No,3,Moderate
44,Female,India,84193,Master’s,Student,0–1,Emergency,Other,Business,Agent,1,Yes,No,2,No,No,Yes,21.68,11–20%,No,Yes,"Food Quality, Check-in Process, Cleanliness",Loyalty Program,,No,,Maybe,1,High
32,Male,Pakistan,61921,Master’s,Employed,5–7,Leisure,Etihad Guest,Premium Economy,Other,5,Yes,Maybe,5,No,Yes,No,50.96,0–10%,Yes,Maybe,Cost,Environmental Responsibility,"Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,2,High
43,Male,UK,53682,Master’s,Employed,2–4,Leisure,"Emirates Skywards, Etihad Guest",Premium Economy,Airline App,3,Yes,Yes,5,No,Maybe,Yes,15.01,11–20%,No,No,"Delays, Check-in Process, Cost, Cleanliness","Comfort, Environmental Responsibility, Loyalty Program",Airport Map & Navigation,No,,No,2,Moderate
53,Female,USA,108720,Bachelor’s,Employed,2–4,Leisure,Qatar Privilege Club,Economy,Travel Aggregator,5,Yes,No,1,No,Maybe,Yes,49.89,11–20%,Yes,Maybe,Inflight Entertainment,"Environmental Responsibility, Technology",Real-time Luggage Tracker,No,,Yes,3,High
38,Female,Philippines,98626,Bachelor’s,Employed,2–4,Family,,First Class,Travel Aggregator,5,Yes,Yes,4,No,Maybe,Yes,37.73,0–10%,Yes,No,Delays,,"Seat Upgrade Suggestions, Sustainability Score, Airport Map & Navigation",No,,Yes,1,High
38,Male,Philippines,148591,Bachelor’s,Employed,5–7,Leisure,"Emirates Skywards, Qatar Privilege Club, Other",Premium Economy,Airline App,1,Yes,Yes,3,No,No,Yes,30.94,21–30%,Yes,Yes,Cost,"Price, Loyalty Program","Real-time Luggage Tracker, Airport Map & Navigation",Yes,User Interface,Yes,5,Moderate
29,Female,Philippines,39701,High School,Employed,0–1,Emergency,Other,First Class,Airline App,1,No,Yes,3,No,No,Yes,36.22,0–10%,No,Yes,"Delays, Food Quality, Check-in Process, Cost","Price, Service Quality, Technology, Loyalty Program","AI-based Entertainment, Airport Map & Navigation",No,,Yes,3,Moderate
52,Male,UAE,111855,Bachelor’s,Employed,5–7,Leisure,Etihad Guest,Economy,Airline App,4,Yes,Maybe,4,No,Maybe,Yes,25.2,0–10%,Yes,Yes,"Delays, Inflight Entertainment","Price, Comfort, Technology, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment",No,,Maybe,5,High
51,Female,USA,60741,Bachelor’s,Employed,5–7,Other,"Qatar Privilege Club, Other",Premium Economy,Travel Aggregator,4,Yes,No,1,No,Yes,Yes,44.29,11–20%,No,Yes,"Delays, Customer Service, Sustainability, Cleanliness",Environmental Responsibility,Seat Upgrade Suggestions,No,,No,2,Moderate
61,Female,UAE,72158,Bachelor’s,Unemployed,8+,Leisure,,Business,Travel Aggregator,1,Yes,Yes,5,Yes,Maybe,Maybe,33.5,11–20%,No,Yes,"Delays, Food Quality","Environmental Responsibility, Technology, Loyalty Program",AI-based Entertainment,No,,No,3,High
43,Female,UK,52330,Doctorate,Employed,2–4,Business,Other,Business,Travel Aggregator,1,Indifferent,No,5,Yes,No,Yes,0.03,>30%,Yes,Yes,"Delays, Check-in Process, Inflight Entertainment","Comfort, Technology","Seat Upgrade Suggestions, Airport Map & Navigation",Yes,Lack of Features,No,3,High
53,Female,UK,35420,High School,Unemployed,2–4,Leisure,"Emirates Skywards, Other",First Class,Airline App,1,No,Yes,5,No,Maybe,Yes,29.44,0–10%,Yes,Maybe,"Delays, Check-in Process, Inflight Entertainment, Cost","Comfort, Service Quality, Technology",,Yes,Bugs,Maybe,3,Moderate
42,Male,UK,17454,Master’s,Unemployed,2–4,Leisure,Emirates Skywards,Economy,Agent,3,No,Maybe,3,No,Maybe,Maybe,36.76,0–10%,Yes,Maybe,,"Price, Environmental Responsibility, Technology, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment, Airport Map & Navigation",No,,No,2,Low
57,Male,UK,113850,Master’s,Employed,2–4,Business,,Economy,Travel Aggregator,5,Yes,No,3,No,Maybe,No,20.66,0–10%,Yes,No,Customer Service,Service Quality,AI-based Entertainment,No,,Maybe,2,Moderate
46,Female,Other,68086,High School,Self-employed,0–1,Leisure,Emirates Skywards,Economy,Agent,4,Yes,Yes,1,No,No,No,26.89,21–30%,Yes,Yes,"Delays, Inflight Entertainment, Cost, Cleanliness","Technology, Loyalty Program",Sustainability Score,No,,Yes,4,Very High
42,Female,UAE,96635,Doctorate,Employed,2–4,Leisure,"Emirates Skywards, Etihad Guest, Other",Economy,Travel Aggregator,4,Yes,Maybe,3,No,Yes,Yes,15.81,11–20%,Yes,Yes,Cost,Loyalty Program,Sustainability Score,Yes,User Interface,No,2,High
47,Male,USA,112250,Bachelor’s,Self-employed,2–4,Business,,First Class,Agent,2,Yes,Yes,2,No,No,Yes,4.34,21–30%,Yes,No,"Food Quality, Check-in Process, Inflight Entertainment, Cost, Cleanliness","Price, Comfort, Environmental Responsibility, Technology","Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",Yes,Lack of Features,Yes,2,Low
41,Female,India,143921,Bachelor’s,Employed,5–7,Other,Other,Economy,Agent,3,Yes,No,3,No,Maybe,No,1.74,0–10%,Yes,Yes,"Delays, Food Quality, Cleanliness","Price, Environmental Responsibility, Technology","AI-based Entertainment, Real-time Luggage Tracker",No,,No,5,Very High
30,Male,UAE,86546,Master’s,Employed,0–1,Leisure,Etihad Guest,Economy,Travel Aggregator,1,Indifferent,No,5,Yes,Maybe,No,1.94,21–30%,Yes,Maybe,"Customer Service, Sustainability",Technology,"Seat Upgrade Suggestions, Sustainability Score",No,,Yes,2,Moderate
40,Female,UAE,62166,Bachelor’s,Employed,2–4,Emergency,,Economy,Airline App,1,Indifferent,Yes,1,No,Yes,Yes,35.04,11–20%,Yes,Maybe,"Delays, Food Quality, Customer Service, Sustainability","Price, Service Quality, Loyalty Program",AI-based Entertainment,No,,Maybe,1,Very High
62,Female,Other,28457,Master’s,Employed,5–7,Leisure,"Emirates Skywards, Qatar Privilege Club",Premium Economy,Agent,3,Yes,No,4,No,No,Yes,0.0,>30%,No,Yes,"Cost, Customer Service, Sustainability","Price, Service Quality",Airport Map & Navigation,No,,Yes,5,Very High
28,Male,Philippines,113589,High School,Employed,5–7,Leisure,,Economy,Travel Aggregator,4,Yes,Yes,4,No,Yes,Maybe,15.0,0–10%,Yes,No,"Delays, Inflight Entertainment",Service Quality,"AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,No,4,Very High
44,Male,Other,61454,Master’s,Employed,5–7,Leisure,"Emirates Skywards, Qatar Privilege Club",Economy,Agent,1,Yes,Maybe,1,No,Maybe,Yes,13.52,11–20%,Yes,Yes,"Delays, Check-in Process, Sustainability",,"Seat Upgrade Suggestions, AI-based Entertainment",No,,No,1,High
28,Female,Other,39695,Bachelor’s,Employed,5–7,Leisure,,Economy,Travel Aggregator,2,Yes,Yes,2,Yes,Yes,Yes,20.77,21–30%,Yes,No,"Check-in Process, Cost, Customer Service, Cleanliness",Comfort,"Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,4,High
64,Female,India,90528,Bachelor’s,Employed,8+,Other,,Economy,Travel Aggregator,4,Indifferent,Yes,4,Yes,No,Yes,0.0,11–20%,No,Yes,"Inflight Entertainment, Cost, Customer Service, Sustainability",Technology,,Yes,Lack of Features,Yes,3,Moderate
23,Female,India,78184,Bachelor’s,Employed,2–4,Business,Emirates Skywards,First Class,Airline App,5,Yes,No,5,No,Yes,Maybe,31.06,0–10%,No,Yes,"Inflight Entertainment, Cost",,AI-based Entertainment,No,,Yes,3,High
46,Female,USA,62614,Master’s,Employed,2–4,Emergency,Etihad Guest,Economy,Airline App,3,Indifferent,Yes,4,Yes,Yes,Maybe,5.9,>30%,Yes,No,"Delays, Food Quality, Check-in Process, Cost","Comfort, Service Quality, Technology","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Bugs,No,3,High
41,Female,UK,89117,Master’s,Employed,0–1,Other,"Emirates Skywards, Qatar Privilege Club",Premium Economy,Other,4,Yes,No,4,Yes,Maybe,No,41.99,0–10%,Yes,No,"Delays, Check-in Process, Cost, Customer Service","Price, Technology",Airport Map & Navigation,No,,No,2,Moderate
61,Non-binary,UK,107637,Bachelor’s,Employed,0–1,Leisure,Other,First Class,Airline App,5,Yes,Maybe,5,No,Yes,Yes,15.67,0–10%,Yes,No,"Delays, Check-in Process, Inflight Entertainment, Customer Service",Price,"Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",No,,No,2,Moderate
48,Female,India,78151,Bachelor’s,Student,2–4,Other,"Emirates Skywards, Etihad Guest",Business,Airline App,2,Yes,No,3,No,Yes,Yes,23.57,11–20%,Yes,Yes,"Food Quality, Customer Service","Price, Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Airport Map & Navigation",Yes,Bugs,No,5,Very High
37,Female,USA,67747,Bachelor’s,Employed,0–1,Leisure,Etihad Guest,First Class,Travel Aggregator,3,No,Yes,2,No,Yes,Yes,25.06,11–20%,Yes,No,"Inflight Entertainment, Cost, Customer Service, Sustainability","Price, Loyalty Program",Seat Upgrade Suggestions,Yes,Slow Performance,No,1,High
61,Male,USA,112076,Master’s,Self-employed,2–4,Other,Qatar Privilege Club,First Class,Travel Aggregator,1,Yes,No,5,Yes,No,No,28.66,21–30%,Yes,No,Cost,"Price, Environmental Responsibility",Sustainability Score,No,,No,1,Moderate
20,Male,UAE,97494,Bachelor’s,Employed,0–1,Family,Etihad Guest,Economy,Airline App,1,Yes,Maybe,5,No,No,No,25.56,0–10%,Yes,Maybe,"Cost, Customer Service","Price, Environmental Responsibility",Real-time Luggage Tracker,No,,Yes,3,Moderate
9,Female,UK,140688,Master’s,Retired,0–1,Business,"Qatar Privilege Club, Other",Premium Economy,Airline App,5,Yes,Yes,1,No,Yes,Maybe,18.59,11–20%,Yes,Maybe,"Delays, Cleanliness",Environmental Responsibility,,Yes,Bugs,No,3,Moderate
59,Male,USA,121094,Master’s,Employed,8+,Other,Qatar Privilege Club,Economy,Travel Aggregator,4,Yes,No,2,No,No,Yes,30.15,11–20%,Yes,No,"Food Quality, Check-in Process, Sustainability","Price, Comfort, Technology","Sustainability Score, Airport Map & Navigation",No,,Yes,2,High
39,Female,USA,112677,Bachelor’s,Employed,0–1,Leisure,,Economy,Airline App,2,Yes,Yes,3,No,Yes,No,31.99,0–10%,Yes,No,"Delays, Food Quality, Cleanliness","Price, Comfort",Airport Map & Navigation,No,,No,4,Moderate
24,Female,India,51922,Bachelor’s,Employed,5–7,Leisure,,Business,Travel Aggregator,5,Yes,Maybe,5,No,Maybe,Yes,13.52,>30%,Yes,Yes,"Delays, Cost, Sustainability","Price, Service Quality, Loyalty Program",Airport Map & Navigation,Yes,Bugs,Maybe,1,High
46,Female,Pakistan,83307,Bachelor’s,Employed,0–1,Leisure,Etihad Guest,Premium Economy,Airline App,2,No,Maybe,3,No,Maybe,Yes,31.4,21–30%,Yes,Yes,Food Quality,"Price, Environmental Responsibility",,Yes,Bugs,No,1,High
45,Male,UAE,63784,Master’s,Employed,8+,Business,"Emirates Skywards, Etihad Guest",Business,Agent,2,No,Maybe,5,No,Maybe,Yes,42.88,11–20%,Yes,Yes,"Food Quality, Check-in Process, Inflight Entertainment, Cleanliness",Technology,Seat Upgrade Suggestions,No,,Yes,4,High
28,Male,India,46770,Bachelor’s,Employed,5–7,Leisure,,Business,Agent,2,Yes,Maybe,5,Yes,Maybe,Yes,35.59,0–10%,Yes,Maybe,Check-in Process,Technology,"Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",Yes,User Interface,Yes,1,Very High
21,Male,Pakistan,103802,Bachelor’s,Unemployed,2–4,Family,,Economy,Travel Aggregator,3,No,Yes,1,Yes,Yes,Maybe,38.99,>30%,Yes,Maybe,"Food Quality, Customer Service",,Real-time Luggage Tracker,No,,Yes,1,High
48,Male,USA,110831,Master’s,Employed,2–4,Business,Qatar Privilege Club,Business,Airline App,5,Yes,Yes,4,Yes,Yes,Yes,27.58,0–10%,Yes,No,"Delays, Customer Service",Technology,"AI-based Entertainment, Airport Map & Navigation",No,,No,2,Low
44,Male,India,114490,Bachelor’s,Employed,0–1,Business,,Economy,Travel Aggregator,3,No,Yes,2,Yes,Maybe,Maybe,10.96,0–10%,No,Yes,Food Quality,"Environmental Responsibility, Technology",Seat Upgrade Suggestions,Yes,Bugs,No,1,Very High
36,Female,USA,39960,Bachelor’s,Self-employed,8+,Business,"Emirates Skywards, Etihad Guest",Economy,Travel Aggregator,4,Yes,Yes,1,Yes,Yes,Yes,12.86,0–10%,No,Yes,"Food Quality, Sustainability, Cleanliness",Loyalty Program,"AI-based Entertainment, Airport Map & Navigation",No,,Yes,3,Low
61,Female,USA,87086,Bachelor’s,Employed,5–7,Leisure,Qatar Privilege Club,Business,Airline App,4,Yes,No,3,No,Yes,Yes,29.8,0–10%,Yes,Yes,"Food Quality, Check-in Process, Customer Service, Sustainability, Cleanliness","Environmental Responsibility, Technology, Loyalty Program","Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,3,Very High
24,Female,Pakistan,115899,High School,Student,5–7,Family,"Emirates Skywards, Etihad Guest",Economy,Agent,1,Yes,Maybe,5,Yes,Yes,Yes,39.14,21–30%,Yes,Yes,"Check-in Process, Cost, Customer Service, Cleanliness",,"Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,5,Very High
19,Female,Pakistan,98169,Master’s,Employed,2–4,Family,,Business,Travel Aggregator,1,No,Yes,5,No,Yes,Yes,66.79,11–20%,Yes,Yes,Check-in Process,Technology,,No,,No,2,Very High
26,Male,USA,61510,High School,Self-employed,2–4,Other,"Emirates Skywards, Other",Premium Economy,Agent,1,Yes,No,2,No,No,Yes,39.73,>30%,No,Maybe,"Delays, Check-in Process, Inflight Entertainment, Customer Service, Sustainability",,Real-time Luggage Tracker,No,,No,2,Very High
42,Female,UK,90406,Bachelor’s,Employed,5–7,Leisure,Qatar Privilege Club,Economy,Airline App,4,Yes,Maybe,1,Yes,Yes,Yes,7.44,0–10%,Yes,Yes,"Food Quality, Check-in Process, Inflight Entertainment, Cost","Price, Comfort, Environmental Responsibility, Loyalty Program","Real-time Luggage Tracker, Airport Map & Navigation",Yes,Slow Performance,No,3,Low
38,Female,UAE,111561,Master’s,Student,2–4,Business,Other,Business,Airline App,2,Yes,Yes,1,No,Yes,Yes,13.49,11–20%,Yes,Yes,,Loyalty Program,"Seat Upgrade Suggestions, Real-time Luggage Tracker, Airport Map & Navigation",Yes,User Interface,Maybe,2,Low
44,Male,India,79469,Bachelor’s,Self-employed,2–4,Other,,Premium Economy,Other,2,Yes,Yes,3,Yes,Maybe,Maybe,59.18,>30%,Yes,Yes,"Food Quality, Cleanliness","Comfort, Environmental Responsibility, Technology, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",No,,Yes,2,Moderate
48,Female,UK,168453,Other,Employed,0–1,Family,"Emirates Skywards, Etihad Guest, Other",Economy,Travel Aggregator,5,No,No,1,No,Yes,No,21.78,21–30%,No,Maybe,"Inflight Entertainment, Cost",Technology,"Sustainability Score, Airport Map & Navigation",Yes,User Interface,Yes,5,High
26,Male,USA,42085,Other,Employed,8+,Leisure,"Qatar Privilege Club, Etihad Guest",Economy,Travel Aggregator,4,Yes,No,1,No,Maybe,No,25.71,21–30%,Yes,Maybe,"Delays, Food Quality, Check-in Process, Inflight Entertainment, Cost","Comfort, Service Quality","Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,Maybe,4,Low
